id,name,brand,sourceOrigin,currentStatus,proposedStatus,productScope,category,categoryAnomaly,expectedCategory,duplicateStatus,variantStatus,jan,officialSource,sourceQuality,price,priceWarning,brandStatus,verifiedCandidate,reason
371,DR.G ダーモイスチャー バリアDリキッドトナー(200ml),ドクタージー,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,8809695369445,,D,2640,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
372,月桃水 ちゅらしずく,アクアグリーン沖縄,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4560266420074,,D,1100,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
373,アルピジョン アルピュア ディープウォーター 140ml,アルピジョン,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4589756690285,,D,3263,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
374,カネボウ スキン ハーモナイザー 180ml,カネボウ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4973167534847,,D,398,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
375,プロハーブEX エッセンスローション 120ml,プロハーブ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4937762288673,,D,4370,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
376,オリーブマノン オリーブリーフローション オリーブ銀葉水,オリーブマノン,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4965363005917,,D,822,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
377,フローラルウォーター ラベンダー(200ml),生活の木,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4954753090060,,D,2750,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
378,ハトムギエキス化粧水(1000mL),ラックコーポレーション,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4562259507236,,D,606,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
379,suisai(スイサイ) ホワイトニングローション2 150ml,スイサイ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4973167300381,,D,3990,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
380,アユーラ ラボラトリーズ インクリーゼ モイストローション R 200mL,アユーララボラトリーズ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4949411740524,,D,4400,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
381,エスティローダー シュープリーム プラス ブライト ミルキー ローション 100ml,エスティローダー,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,0887167589933,,D,11890,high-outlier,normal,false,価格:high-outlier
382,サナ なめらか本舗 ミルク化粧水 ND(200ml),なめらか本舗,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4964596703416,,D,1045,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
383,RICCA（リッカ）プラセンタローション,セレクトビューティー リッカ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4580482174049,,D,6600,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
384,ミューフル ROSE EX(60ml),ミューフル,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4580119280754,,D,3380,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
385,ナリス サイクルプラス スキン ライトニング コンク 150ml,ナリス化粧品,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4955814415655,,D,2640,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
386,下呂温泉みすと(下呂温泉化粧水)(200g),スパミスト,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4582276131351,,D,2618,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
387,フィトメール ローショントニック フォーメン,フィトメール,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,3530013501661,,D,4980,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
388,NO-MU-BA-RA ボーテ Rose ローション(120mL),NO-MU-BA-RA(ノムバラ),rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4571242308095,,D,3300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
389,イハダ 薬用うるおいローション しっとり(180ml),イハダ(IHADA),rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4909978261238,,D,1199,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
390,リーフ＆ボタニクス フェイスウォーター 純米酒(100ml),L＆B(リーフ＆ボタニクス),rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4954540136186,,D,1272,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
391,REVITAL(リバイタル) ローションEX I 130ml,リバイタル,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4901872309894,,D,4488,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
392,cac メンブレン フェイスローション,CAC,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4932704540130,,D,2530,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
393,AJD エーフォルム 薬用プラセンタローション 500mL,健美舎,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4543802602455,,D,990,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
394,肌をうるおす保湿 浸透水 バランシング 詰替用(110ml),肌をうるおす保湿スキンケア,rakuten_product_api,pending,pending,face,化粧水,false,,refill,refill,4954540158690,,D,1100,none,extraction-candidate,false,ブランド:extraction-candidate / 重複・variant:refill
395,フルベール スキンフレッシュナー,クラブコスメチックス,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4949775100163,,D,2640,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
397,ビピット VIPIT 馬油 UVミルクローション 250ml,馬油,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4582400832260,,D,660,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
398,エクスキン ゆらぎケアミスト(60ml),エクスキン,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4511981120015,,D,2200,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
399,DEW ローション とてもしっとり(150ml),DEW(デュウ),rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4973167251935,,D,3003,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
400,WELINA カレアトナー,ウェリナ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4571284860421,,D,4070,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
401,日本オリーブ オリーブマノン 紫草化粧水 146ml,日本オリーブ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4965363006358,,D,2529,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
402,菊正宗×刀剣乱舞ONLINE 日本酒の化粧水 ハリつや保湿 +お手入れポーチセット 豊前江(1セット),菊正宗,rakuten_product_api,pending,pending,face,化粧水,false,,set,set,4971650801926,,D,2970,none,normal,false,重複・variant:set
403,エフモア オーガニック ファインミスト ジュポン化粧品,ジュポン化粧品,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4985395022515,,D,5050,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
404,ラフォーレ マリアギャラン トーニングローション 1060,ラフォーレ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4934308204791,,D,13200,high-outlier,normal,false,価格:high-outlier
405,資生堂 クレ・ド・ポー ボーテ ローションエサンシエルA ミニ 75mL,クレ・ド・ポーボーテ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4514254225059,,D,5544,none,normalization-candidate,false,ブランド:normalization-candidate
406,セルケア EGアミノローション 120ml,セルケア,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4528445100124,,D,5280,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
407,replenish me! ハイドレーティング ローション3(120mL),フレスカ(fresca),rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4582223590095,,D,4410,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
408,プラチナシリーズ プラチナウォーター,ビエスト化粧品,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4560171931009,,D,14800,high-outlier,normal,false,価格:high-outlier
409,メディヒール THE N.M.F アクアトナー 正規品(500ml),MEDIHEAL(メディヒール),rakuten_product_api,pending,pending,face,化粧水,false,,none,none,8809615058824,,D,1300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
410,KOSE INFINITY インテンシブ リンクル ローション 付けかえ用 160mL,コーセー,rakuten_product_api,pending,pending,face,化粧水,false,,refill,refill,4971710287769,,D,7480,none,normal,false,重複・variant:refill
411,小豆島ヘルシーランド ジ・エッセンスウォーター 120ml,小豆島ヘルシーランド,rakuten_product_api,pending,pending,face,化粧水,true,美容液,none,none,4510925000079,,D,7330,none,normal,false,現在化粧水／名称上は美容液候補
412,セポラージュ Cepolage ビタローション 180ml,セポラージュ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4993997040134,,D,4510,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
413,JPコロニア アラスカンクール スキンジェル 300g No.8416,JPコロニア,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4904711084167,,D,1910,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
414,アテニア プリマモイスト エクストラモイストローション 100ml,アテニア,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4533899217403,,D,3080,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
415,hime-labo ラボエッセンスローション 保湿ケア サティス製薬,hime-labo,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,1001000013829762,,D,2860,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
416,pdc ダーマエイド トリプルアクティブローション 150mL,PDC,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4961989304007,,D,2200,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
417,ジュリエットレイ ポアレス リフレッシング ミスト(250g),ジュリエットレイ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4540811800391,,D,704,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
418,コスメデコルテ イドラクラリティ 薬用 ブライトニング エッセンス ウォーター 300mL 限定ラージ,コスメデコルテ,rakuten_product_api,pending,pending,face,化粧水,true,美容液,limited,limited,4971710634716,,D,6600,none,normal,false,現在化粧水／名称上は美容液候補 / 重複・variant:limited
419,ドクターベルツ アンティア モイストバランサー 150ml,ドクターベルツ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4989648006406,,D,4510,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
420,美容原液 超潤化粧水 CH ヒアルロン酸＆コラーゲン(185ml),美容原液,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4936201101122,,D,332,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
421,なめらか本舗 マイルド化粧水 NC(200ml),なめらか本舗,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4964596702075,,D,745,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
422,ELECTRON ローション モイスト 120ml,G.Mコーポレーション,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4571260297029,,D,4900,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
423,pdc ワフードメイド 発酵酒粕化粧水 グロー 190ml,PDC,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4961989609096,,D,1650,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
424,Sand & Sky The Marshmallow Toner 120ml,ブランド情報未掲載,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,8886482917003,,D,4550,none,unknown,false,ブランド:unknown
425,PRESIST スキンハイドレートローション 150ml,PRESIST,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4595121113099,,D,5300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
426,海洋深層水+ウトワ mlコンディショニングウォーター,ウトワ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4571178039292,,D,4125,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
427,ヴァルモン valmont イルミネーティング トナー,ブランド情報未掲載,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,7612017056296,,D,11500,high-outlier,unknown,false,ブランド:unknown / 価格:high-outlier
428,そのまま！ハトムギエキス配合 ふきとり化粧水(300mL),シンエイ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4571128832850,,D,1499,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
429,ヘパソフト 薬用 顔ローション(100g),ヘパソフト,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4987241144693,,D,1180,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
430,スック suqqu ライトソリューションローション 144442,スック,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4973167144442,,D,9240,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
431,メンソレータム アクネス 薬用クリア化粧水(180ml),アクネス,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4987241165186,,D,561,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
432,イソップ B＆T バランシング トナー 200ml 沖縄・離島を除く 化粧品 コスメ B ＆ TEA BALANCING TONER AESOP,イソップ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,9319944002379,,D,8800,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
433,薬用 雪肌精 エンリッチ(360ml),雪肌精,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4971710256932,,D,5670,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
434,ベーテル 保湿ローション 容量:300ml 23-6551-00 保湿 低刺激 弱酸性 乾燥肌 ベーテル 赤ちゃん お年寄り スクワラン セラミド アルギニン,ベーテル・プラス,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4580362080118,,D,1025,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
435,パーフェクトワン 薬用SPホワイトニングローション美白化粧水 スキンケア,新日本製薬,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4512274008676,,D,3300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
436,ビワバーローション(120mL),びわ本舗,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4527436071207,,D,4114,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
437,ドクタープラセン プラセンタ コラーゲン配合 エンジェルローション,プランドゥシー・メディカル,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4560172833241,,D,3300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
438,nov ノブ 3 ノブ iiiフェイスローション ex 白濁とろみタイプ 化粧水,ノブ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4934651515230,,D,4645,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
439,福美水ミストシャワー 携帯に なスプレータイプが登場,福美人,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4562324571162,,D,1870,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
440,タマリス ルードブラック フェイスローション(120mL),タマリス,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4542881436272,,D,1095,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
441,4573512880645 CAPITOLO カピートロ CICA化粧水 1000mL,アラコーポレーション,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4573512880645,,D,858,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
442,純米水しっとり化粧水(130ml),純米スキンケア,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4903432710287,,D,766,none,extraction-candidate,false,ブランド:extraction-candidate
443,シュウウエムラ TSUYA ローションVG フレッシュ(150mL),シュウウエムラ,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4935421643740,,D,7480,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
444,雪肌精 クリアウェルネス ピュア コンク SS(125ml),雪肌精,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4971710522884,,D,2150,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
445,エステラボ ローションwh,CBS,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4544798101014,,D,3289,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
446,トニーズコレクション TONY TANAKA トニータナカ RUBY LABEL ルビーレーベル オーガニックハーバルローション 化粧水 500ml 1686067,トニーズコレクション,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4990055011532,,D,5110,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
447,ルシェリ リンクルリペア ローション 薬用シワ改善化粧水(160ml),ルシェリ(LECHERI),rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4971710283822,,D,3080,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
448,資生堂 クレ ド ポー ボーテ タンクレームエクラ PO20 SPF25 PA＋＋,資生堂インターナショナル,rakuten_product_api,pending,pending,face,化粧水,false,,none,none,4514254031742,,D,14300,high-outlier,normal,false,価格:high-outlier
449,Toami リンクレスホワイトミルク 120ml,ブレーンコスモス,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4571138555381,,D,2090,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
450,JPコロニア シトラスハーブ スキンミルク 300ml,JPコロニア,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4904711088646,,D,1932,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
451,ヤクルト化粧品 リベシィホワイト 薬用美白乳液 110ml,ヤクルト本社,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4903080906858,,D,6640,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
452,KOSE COSME DECORTE リフトディメンション エバーブライト プランプ エマルジョン ER 付けかえ用 200ml,コスメデコルテ,rakuten_product_api,pending,pending,face,乳液,false,,refill,refill,4971710374582,,D,6320,none,normal,false,重複・variant:refill
453,コーモトモイスチャーミルキー乳液 保湿乳液 下地,コーモト化粧品研究所,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4571459745041,,D,3300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
454,ちふれ 美白乳液 TA シナモロールコラボ(150mL),ちふれ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4974972815619,,D,1155,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
455,純米乳液 特にしっとり乳液(130ml),美人ぬか,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4903432716531,,D,1011,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
457,アスタリフト メン モイストエマルジョン 80ml,アスタリフト,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4547410367591,,D,3888,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
458,サナ なめらか本舗 薬用リンクル乳液 ホワイト(150ml),なめらか本舗,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4964596701894,,D,700,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
459,ALBION IGNIS ホワイトニング ミルク I 200g,イグニス,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4518091406480,,D,6050,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
460,フレッシェル ミルク(EX)N(130ml),Freshel(フレッシェル),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4973167199190,,D,2200,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
461,ヘパトリート 薬用保湿乳液 本体 230g,日本ゼトック,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4582118951475,,D,1591,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
462,DEW スペリア リペアエマルジョン とてもしっとり(100ml),DEWスペリア,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4973167599143,,D,8470,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
463,clinique フォー メン アンチ エイジ モイスチャライザー,クリニーク,rakuten_product_api,pending,pending,face,乳液,false,,none,none,0020714612764,,D,5141,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
464,オルモニカ モイスチャー ミルク(120ml),エイビイエス,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4560367163948,,D,3410,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
465,3月25日 アクネオ 薬用 リペア モイスチュアライザー T 100mL,コーセー,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4971710285277,,D,2090,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
466,米ぬか美人 乳液(100mL),米ぬか美人,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4904070049227,,D,1077,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
467,ポーチュガル スキンミルク(150ml),ポーチュガル,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4903018473087,,D,2117,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
468,アマランス インプレッシヴエマルジョン(乳液)(50ml),アマランス,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4580209780027,,D,5940,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
469,suisai(スイサイ) プレミオリティ モイストフォースエマルジョンII 100ml,スイサイ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4973167300473,,D,3643,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
470,ウテナ モイスチャーミルクR(155ml),ウテナモイスチャー,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4901234215412,,D,572,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
471,スタイルジャパン KAREN MOISUTURE MILKY LOTION 桜恋PREMIUM 乳液 100g STJ03606,スタイルジャパン,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4589444503606,,D,6380,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
472,コーセー インフィニティ コンセントレート エマルジョン 2 付けかえ用 120ml,コーセー,rakuten_product_api,pending,pending,face,乳液,false,,refill,refill,4971710282269,,D,5280,none,normal,false,重複・variant:refill
473,コーセー コスメデコルテ AQ アブソリュートエマルジョンマイクロラディアンスII 付けかえ用 200mL,コスメデコルテ,rakuten_product_api,pending,pending,face,乳液,false,,refill,refill,4971710378153,,D,8800,none,normal,false,重複・variant:refill
474,kose プレディア プティメール タラソコンク ミルク ホワイト,コーセー,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4971710490183,,D,2071,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
475,ナチュリナ 乳液(190ml),ナチュリナ(Naturina),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4961989115245,,D,568,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
476,コーセー コスメデコルテ AQ アブソリュートエマルジョン マイクロラディアンス II 200ml,コスメデコルテ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4971710378146,,D,8639,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
477,Liftosome - Day/Night Lifting Cream All Skin Types,ブランド情報未掲載,rakuten_product_api,pending,pending,face,乳液,false,,none,none,3500465049530,,D,8100,none,unknown,false,ブランド:unknown
478,コスメデコルテ AQ アブソリュート エマルジョン ブライト 200ml,コスメデコルテ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4971710377712,,D,1300,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
479,アルビオン フラルネ フルリファイン ミルク f EM 200g,アルビオン,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4969527508023,,D,5379,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
480,クラブ すっぴんクリームC ホワイトフローラルブーケの香り(30g),クラブコスメチックス,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4901416180927,,D,1180,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
481,エリクシール デーケアレボリューション ba(35ml),エリクシール(ELIXIR),rakuten_product_api,pending,pending,face,乳液,false,,none,none,4909978207670,,D,2340,none,normal,true,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
482,Predia(プレディア) スパ・エ・メール モイスチュアライザーホワイトII 付けかえ用 150ml,プレディア,rakuten_product_api,pending,pending,face,乳液,false,,refill,refill,4971710460896,,D,5143,none,normal,false,重複・variant:refill
483,パールクイーン スキンミルクAEX 200ml,パールクイーン,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4920563311039,,D,1161,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
484,DEW スペリア リペアエマルジョン さっぱり(100ml),DEWスペリア,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4973167598542,,D,8470,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
485,プラチナレーベル レチノールクリーム 175g,プラチナレーベル,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4550557493108,,D,598,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
486,SOFINA(ソフィーナ) バイタルリッチ ミルク3 しっとり 80ml,ソフィーナ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4901301209597,,D,5767,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
487,リアル LCモイスチャースキンミルク 1000ml,リアル,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4903432711703,,D,3100,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
488,KOSE/コーセー 雪肌精 エマルジョン デュオ IBFD,コーセー,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4971710477184,,D,8150,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
489,ゲラン スーパー アクア エマルジョン リッチ 50ml 化粧品 コスメ SUPER AQUA EMULSION RICH GUERLAIN,ゲラン,rakuten_product_api,pending,pending,face,乳液,false,,none,none,3346470615441,,D,12793,high-outlier,normal,false,価格:high-outlier
490,ヘチマコロンの乳液(60ml),ヘチマコロン,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4976532001005,,D,437,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
491,ねんどのミルキィローション(120ml),ボディクレイ,rakuten_product_api,pending,pending,face,乳液,true,化粧水,none,none,4523590000169,,D,330,none,normal,false,現在乳液／名称上は化粧水候補
492,ベネフィーク エマルジョンEX C 150ml,資生堂,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4909978203689,,D,6180,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
493,コスメデコルテ イドラクラリティ 薬用 ブライトニング トリートメント ソフナー 200mL 付けかえ,コスメデコルテ,rakuten_product_api,pending,pending,face,乳液,false,,refill,refill,4971710625141,,D,5170,none,normal,false,重複・variant:refill
494,ソフィーナボーテ 高保湿UV乳液 SPF50 しっとり(30g),ソフィーナボーテ,rakuten_product_api,pending,pending,face,乳液,false,,none,none,4901301325327,,D,5950,none,normal,false,自動監査上の明確な異常なし。公式商品ページ確認前のためpending維持
